objectid,filename,title,claim,claim number,claim type,creator,date,description,subject,location,county,district,latitude,longitude,township,range,section,source,identifier,type,format,language,associated names,rightsstatement,,,,
summit001,Summit.jpg,Summit Folder Contents,Summit,,Lode,,,Folder Content Sheets,Contents; Summit,Summit,Jefferson,Big Foot,46.106389,-112.240278,04N,05W,16,,,Image;StillImage,image/jpeg,eng,"Between Swamp And Sand Creeks, 1 Mi. Sw Of State Mine",,,,,
summit001,Summit.jpg,Summit Folder Contents,Summit,,Lode,,,Folder Content Sheets,Contents; Summit,Summit,Jefferson,Elkhorn,46.26138,-111.819,06N,02W,23,,,Image;StillImage,image/jpeg,eng,"Between Swamp And Sand Creeks, 1 Mi. Sw Of State Mine",,,,,
summit001,Summit.jpg,Summit Folder Contents,Summit,,Lode,,,Folder Content Sheets,Contents; Summit,Summit,Jefferson,Lowland,46.270278,-112.421389,06N,07W,13,,,Image;StillImage,image/jpeg,eng,"Between Swamp And Sand Creeks, 1 Mi. Sw Of State Mine",,,,,
sunbeam001,Sunbeam.jpg,Sunbeam Folder Contents,Sunbeam,9383,Lode,,,Folder Content Sheets,Contents; Sunbeam,Sunbeam,Jefferson,Little Pipestone,45.8241,-112.3367,01N,06W,22,,,Image;StillImage,image/jpeg,eng,Occidental,,,,,
sunny corner001,Sunny Corner.jpg,Sunny Corner Folder Contents,Sunny Corner,,Lode,,,Folder Content Sheets,Contents; Sunny Corner,Sunny Corner,Jefferson,Whitehall,45.91583,-112.039,02N,04W,24,,,Image;StillImage,image/jpeg,eng,A/K/A Sunny,,,,,
sunnyside001,Sunnyside.jpg,Sunnyside Folder Contents,Sunnyside,,Lode,,,Folder Content Sheets,Contents; Sunnyside,Sunnyside,Jefferson,Whitehall,45.925556,-112.0225,02N,03W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Streak Of Luck; Part Of High Peak Mine; Includes Lucky Hit Lode,,,,,
sunol001,Sunol.jpg,Sunol Folder Contents,Sunol,3012,Lode,,,Folder Content Sheets,Contents; Sunol,Sunol,Jefferson,Cataract,46.3381,-112.2314,07N,05W,21,,,Image;StillImage,image/jpeg,eng,,,,,,
sunset001,Sunset.jpg,Sunset Folder Contents,Sunset,,Lode,,,Folder Content Sheets,Contents; Sunset,Sunset,Jefferson,Little Pipestone,46.041944,-112.457778,03N,07W,3,,,Image;StillImage,image/jpeg,eng,Sunset,,,,,
sunshine001,Sunshine.jpg,Sunshine Folder Contents,Sunshine,,Placer,,,Folder Content Sheets,Contents; Sunshine,Sunshine,Jefferson,Basin,46.2585,-112.1703,06N,05W,24,,,Image;StillImage,image/jpeg,eng,"Includes Lone Star, Garry, Sunshine Extension Lodes, Sunshine Placer",,,,,
sunshine #1001,Sunshine #1.jpg,Sunshine #1 Folder Contents,Sunshine #1,,Lode,,,Folder Content Sheets,Contents; Sunshine #1,Sunshine #1,Jefferson,Basin,46.2585,-112.1703,06N,05W,24,,,Image;StillImage,image/jpeg,eng,"Adjoins Sunshine #2, Lone Star, Gary, Sunshine Placer",,,,,
sunshine #2001,Sunshine #2.jpg,Sunshine #2 Folder Contents,Sunshine #2,,Lode,,,Folder Content Sheets,Contents; Sunshine #2,Sunshine #2,Jefferson,Basin,46.2585,-112.1703,06N,05W,24,,,Image;StillImage,image/jpeg,eng,"Adjoins Sunshine #1, Lone Star, Gary, Sunshine Placer",,,,,
sunshine extension001,Sunshine Extension.jpg,Sunshine Extension Folder Contents,Sunshine Extension,,Lode,,,Folder Content Sheets,Contents; Sunshine Extension,Sunshine Extension,Jefferson,Basin,46.2585,-112.1703,06N,05W,24,,,Image;StillImage,image/jpeg,eng,"Adjoins Sunshine #1, #2, Lone Star, Gary, Sunshine Placer",,,,,
sure thing001,Sure Thing.jpg,Sure Thing Folder Contents,Sure Thing,10640,Lode,,,Folder Content Sheets,Contents; Sure Thing,Sure Thing,Jefferson,Colorado,46.37266,-112.1078,07N,04W,9,,,Image;StillImage,image/jpeg,eng,"Adjoins Last Chance, Highland, Somewhere, Clythe Lodes",,,,,
surprise001,Surprise.jpg,Surprise Folder Contents,Surprise,,Lode,,,Folder Content Sheets,Contents; Surprise,Surprise,Jefferson,Whitehall,45.926944,-112.033889,02N,03W,18,,,Image;StillImage,image/jpeg,eng,"A/K/A Perhaps, Olson'S",,,,,
swissmont001,Swissmont.jpg,Swissmont Folder Contents,Swissmont,,Lode,,,Folder Content Sheets,Contents; Swissmont,Swissmont,Jefferson,Clancy,46.27389,-111.943,06N,03W,14,,,Image;StillImage,image/jpeg,eng,"Includes Moreau, Peacock, Turkey Lodes",,,,,
sylvan001,Sylvan.jpg,Sylvan Folder Contents,Sylvan,,Lode,,,Folder Content Sheets,Contents; Sylvan,Sylvan,Jefferson,Basin,46.30611,-112.259,06N,05W,5,,,Image;StillImage,image/jpeg,eng,3.9 Km N. Of Basin On W. Side Of Deer Creek,,,,,
tacoma001,Tacoma.jpg,Tacoma Folder Contents,Tacoma,,Lode,,,Folder Content Sheets,Contents; Tacoma,Tacoma,Jefferson,Elkhorn,46.23277,-111.962,06N,03W,34,,,Image;StillImage,image/jpeg,eng,3 Mi. So. Of Elkhorn,,,,,
thomas paine001,Thomas Paine.jpg,Thomas Paine Folder Contents,Thomas Paine,9226,Lode,,,Folder Content Sheets,Contents; Thomas Paine,Thomas Paine,Jefferson,Basin,46.27711,-112.19999,06N,05W,14,,,Image;StillImage,image/jpeg,eng,,,,,,
thunderbolt mountain001,Thunderbolt Mountain.jpg,Thunderbolt Mountain Folder Contents,Thunderbolt Mountain,,Lode,,,Folder Content Sheets,Contents; Thunderbolt Mountain,Thunderbolt Mountain,Jefferson,Lowland,46.325278,-112.449722,07N,07W,26,,,Image;StillImage,image/jpeg,eng,2 Mi. Se Of Cliff Mountain,,,,,
tip top lode001,Tip Top Lode.jpg,Tip Top Lode Folder Contents,Tip Top Lode,9041,Lode,,,Folder Content Sheets,Contents; Tip Top Lode,Tip Top Lode,Jefferson,Unorganized,46.2964,-112.18732,06N,05W,2,,,Image;StillImage,image/jpeg,eng,,,,,,
tiptons001,Tiptons.jpg,Tiptons Folder Contents,Tiptons,,Lode,,,Folder Content Sheets,Contents; Tiptons,Tiptons,Jefferson,Lowland,46.417,-112.2953,08N,06W,25,,,Image;StillImage,image/jpeg,eng,Tiptons,,,,,
tizer creek001,Tizer Creek.jpg,Tizer Creek Folder Contents,Tizer Creek,,Placer,,,Folder Content Sheets,Contents; Tizer Creek,Tizer Creek,Jefferson,Clancy,46.345833,-111.844167,07N,02W,21,,,Image;StillImage,image/jpeg,eng,Tizer Creek,,,,,
tourmaline queen001,Tourmaline Queen.jpg,Tourmaline Queen Folder Contents,Tourmaline Queen,,Lode,,,Folder Content Sheets,Contents; Tourmaline Queen,Tourmaline Queen,Jefferson,Elkhorn,46.2575,-111.960556,06N,03W,22,,,Image;StillImage,image/jpeg,eng,A/K/A Tourmaline; Group Includes Sport Claim,,,,,
turtle001,Turtle.jpg,Turtle Folder Contents,Turtle,,Lode,,,Folder Content Sheets,Contents; Turtle,Turtle,Jefferson,Basin,46.3017,-112.337,07N,06W,31,,,Image;StillImage,image/jpeg,eng,"Includes Ore Top, Rac, Dt Lodes",,,,,
uncle sam001,Uncle Sam.jpg,Uncle Sam Folder Contents,Uncle Sam,,Lode,,,Folder Content Sheets,Contents; Uncle Sam,Uncle Sam,Jefferson,Cataract,46.32417,-112.255,07N,05W,29,,,Image;StillImage,image/jpeg,eng,"A/K/A Jennie B., Garfield; On Uncle Sam Creek 1 Mi. N. Of Junction With Cataract Creek",,,,,
union001,Union.jpg,Union Folder Contents,Union,2869,Lode,,,Folder Content Sheets,Contents; Union,Union,Jefferson,Elkhorn,46.29216,-111.94528,06N,03W,11,,,Image;StillImage,image/jpeg,eng,"Group Includes Louise, Side Fissure, Golden Moss, C & D, Grand View, Baltimore Union Lodes",,,,,
unknown001,Unknown.jpg,Unknown Folder Contents,Unknown,5022,Lode,,,Folder Content Sheets,Contents; Unknown,Unknown,Jefferson,Basin,46.2729,-112.2745,06N,05W,17,,,Image;StillImage,image/jpeg,eng,,,,,,
valley001,Valley.jpg,Valley Folder Contents,Valley,4618,Lode,,,Folder Content Sheets,Contents; Valley,Valley,Jefferson,Elkhorn,46.26602,-112.26506,06N,05W,17,,,Image;StillImage,image/jpeg,eng,"Adjoins Burd'S Nest, Emma Bell, Speculator",,,,,
vera & marie001,Vera & Marie.jpg,Vera & Marie Folder Contents,Vera & Marie,,Lode,,,Folder Content Sheets,Contents; Vera & Marie,Vera & Marie,Jefferson,Basin,46.3214,-112.2403,07N,05W,33,,,Image;StillImage,image/jpeg,eng,~5 Mi. Wnw Of Comet,,,,,
vindicator001,Vindicator.jpg,Vindicator Folder Contents,Vindicator,,Lode,,,Folder Content Sheets,Contents; Vindicator,Vindicator,Jefferson,Basin,46.384097,-112.2758445,07N,05W,7,,,Image;StillImage,image/jpeg,eng,"Group Includes Boulder, Standard, Sleeper Group",,,,,
viola001,Viola.jpg,Viola Folder Contents,Viola,10425,Lode,,,Folder Content Sheets,Contents; Viola,Viola,Jefferson,Cataract,46.29777,-112.34213,06N,06W,3,,,Image;StillImage,image/jpeg,eng,,,,,,
virginia belle001,Virginia Belle.jpg,Virginia Belle Folder Contents,Virginia Belle,,Lode,,,Folder Content Sheets,Contents; Virginia Belle,Virginia Belle,Jefferson,Amazon,46.325,-112.105,07N,04W,28,,,Image;StillImage,image/jpeg,eng,Adjoins Bob Ingersol,,,,,
vogel001,Vogel.jpg,Vogel Folder Contents,Vogel,9903,Lode,,,Folder Content Sheets,Contents; Vogel,Vogel,Jefferson,Cataract,46.29804,-112.22596,06N,05W,4,,,Image;StillImage,image/jpeg,eng,,,,,,
w. wilson mine001,W. Wilson Mine.jpg,W. Wilson Mine Folder Contents,W. Wilson Mine,,Lode,,,Folder Content Sheets,Contents; W. Wilson Mine,W. Wilson Mine,Jefferson,Clancy,46.4444,-111.9861,08N,03W,16,,,Image;StillImage,image/jpeg,eng,"Includes W. Wilson, Harry S., A. Lincoln, G. Washington, Free Enterprise",,,,,
wake up john001,Wake Up John.jpg,Wake Up John Folder Contents,Wake Up John,6896,Lode,,,Folder Content Sheets,Contents; Wake Up John,Wake Up John,Jefferson,Little Pipestone,46.2585,-112.337,06N,06W,22,,,Image;StillImage,image/jpeg,eng,Wake Up John,,,,,
war eagle001,War Eagle.jpg,War Eagle Folder Contents,War Eagle,,Lode,,,Folder Content Sheets,Contents; War Eagle,War Eagle,Jefferson,Alhambra,45.836944,-112.389167,01N,06W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Includes Leroy Mine,,,,,
washington001,Washington.jpg,Washington Folder Contents,Washington,9443,Lode,,,Folder Content Sheets,Contents; Washington,Washington,Jefferson,Cataract,46.28203,-112.19399,06N,05W,11,,,Image;StillImage,image/jpeg,eng,,,,,,
weaver001,Weaver.jpg,Weaver Folder Contents,Weaver,9199,Lode,,,Folder Content Sheets,Contents; Weaver,Weaver,Jefferson,Boulder,46.172,-112.212,05N,05W,22,,,Image;StillImage,image/jpeg,eng,"Adjoin Victoria, Colly, Fergus, Independence",,,,,
welch quarry001,Welch Quarry.jpg,Welch Quarry Folder Contents,Welch Quarry,,Lode,,,Folder Content Sheets,Contents; Welch Quarry,Welch Quarry,Jefferson,Pipestone,45.9374266,-112.3325085,02N,06W,10,,,Image;StillImage,image/jpeg,eng,,,,,,
welcome001,Welcome.jpg,Welcome Folder Contents,Welcome,6661,Lode,,,Folder Content Sheets,Contents; Welcome,Welcome,Jefferson,Cataract,46.27394,-112.32784,06N,06W,15,,,Image;StillImage,image/jpeg,eng,Welcome,,,,,
western reserve mining company001,Western Reserve Mining Company.jpg,Western Reserve Mining Company Folder Contents,Western Reserve Mining Company,,Lode,,,Folder Content Sheets,Contents; Western Reserve Mining Company,Western Reserve Mining Company,Jefferson,Basin,46.33278,-112.24722,07N,05W,29,,,Image;StillImage,image/jpeg,eng,"Includes Hattie Ferguson, Annex, Flag, Silver Knight, East Silver Knight, Approach, Tunnel Location Lodes",,,,,
western union001,Western Union.jpg,Western Union Folder Contents,Western Union,6137,Lode,,,Folder Content Sheets,Contents; Western Union,Western Union,Jefferson,Boulder,46.29021,-112.15073,06N,04W,7,,,Image;StillImage,image/jpeg,eng,"Group Includes Freddie Gebhardt, Pilot Lodes",,,,,
white pine001,White Pine.jpg,White Pine Folder Contents,White Pine,8477,Lode,,,Folder Content Sheets,Contents; White Pine,White Pine,Jefferson,Basin,46.41252,-111.88643,08N,02W,32,,,Image;StillImage,image/jpeg,eng,A/K/A Genevieve,,,,,
whitehall001,Whitehall.jpg,Whitehall Folder Contents,Whitehall,,Lode,,,Folder Content Sheets,Contents; Whitehall,Whitehall,Jefferson,Whitehall,45.933056,-112.047222,02N,04W,12,,,Image;StillImage,image/jpeg,eng,Whitehall,,,,,
whittaker001,Whittaker.jpg,Whittaker Folder Contents,Whittaker,,Lode,,,Folder Content Sheets,Contents; Whittaker,Whittaker,Jefferson,Montana City,,,,,,,,Image;StillImage,image/jpeg,eng,A/K/A Whittaker Magnesium; 1 Mi. E Of Montana City On Prickly Pear Creek,,,,,
wickes001,Wickes.jpg,Wickes Folder Contents,Wickes,,Lode,,,Folder Content Sheets,Contents; Wickes,Wickes,Jefferson,Colorado,46.349167,-112.1125,07N,04W,17,,,Image;StillImage,image/jpeg,eng,"A/K/A Blackbird, Kady Gulch, Datie Gulch, Clancy Creek, Eckley Gulch; Helena, F.E.R. Fraction, Anna, Black Rock No. 3, Blenkeg No. 1, Pine Ridge, Rosalie, Dow, Roy, Black Rock No. 1, Edwards, Chief Joseph, F.F.C. Glenkeg No. 2, Dewey, Tell, Henrietta",,,,,
wickes-corbin001,WickesCorbin.jpg,Wickes-Corbin Folder Contents,Wickes-Corbin,,Lode,,,Folder Content Sheets,Contents; Wickes-Corbin,Wickes-Corbin,Jefferson,Colorado,46.344444,-112.091111,07N,04W,22,,,Image;StillImage,image/jpeg,eng,"A/K/A Blackbird; Includes Ded, Prosper, Missing Link, Spd, Maggie D, Helena, F.E.R. Fraction, Anna, Black Rock No. 3, Blenkeg No. 1, Pine Ridge, Rosalie, Dow, Roy, Black Rock No. 1, Edwards, Chief Joseph, F.F.C. Glenkeg No. 2, Dewey, Tell, Henrietta,",,,,,
wild cat & line001,Wild Cat & Line.jpg,Wild Cat & Line Folder Contents,Wild Cat & Line,,Lode,,,Folder Content Sheets,Contents; Wild Cat & Line,Wild Cat & Line,Jefferson,Alhambra,46.318889,-111.858333,07N,02W,33,,,Image;StillImage,image/jpeg,eng,Wild Cat & Line,,,,,
willard001,Willard.jpg,Willard Folder Contents,Willard,,Lode,,,Folder Content Sheets,Contents; Willard,Willard,Jefferson,Alhambra,46.436389,-111.901389,08N,02W,19,,,Image;StillImage,image/jpeg,eng,Willard,,,,,
wilson creek001,Wilson Creek.jpg,Wilson Creek Folder Contents,Wilson Creek,,Placer,,,Folder Content Sheets,Contents; Wilson Creek,Wilson Creek,Jefferson,Clancy,46.174167,-112.246111,05N,05W,20,,,Image;StillImage,image/jpeg,eng,"Includes Big 4, Soloman, Pactolis, Midget Placers",,,,,
yama001,Yama.jpg,Yama Folder Contents,Yama,,Lode,,,Folder Content Sheets,Contents; Yama,Yama,Jefferson,Clancy,46.438056,-112.164722,08N,05W,13,,,Image;StillImage,image/jpeg,eng,2 Mi. So. Of Frohner Mine,,,,,
yellowstone001,Yellowstone.jpg,Yellowstone Folder Contents,Yellowstone,,Lode,,,Folder Content Sheets,Contents; Yellowstone,Yellowstone,Jefferson,Clancy,46.4444,111.9861,08N,03W,16,,,Image;StillImage,image/jpeg,eng,Yellowstone,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
