title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_download,reference_url
"Little Bell Folder Contents","","","Folder Contents","Contents;Little Bell","Beaverhead","45.2895","-113.0585","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/little_bell_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Little_Bell.jpg","/Information/Collections/Mine-Files/Beaverhead/items/little_bell001.html"
"Little Hawk Folder Contents","","","Folder Contents","Contents;Little Hawk","Beaverhead","45.3203","-113.0533","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/little_hawk_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Little_Hawk.jpg","/Information/Collections/Mine-Files/Beaverhead/items/little_hawk001.html"
"Little Nugget Folder Contents","","","Folder Contents","Contents;Little Nugget","Beaverhead","45.4756","-113.0692","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/little_nugget_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Little_Nugget.jpg","/Information/Collections/Mine-Files/Beaverhead/items/little_nugget001.html"
"Little Sheep Folder Contents","","","Folder Contents","Contents;Little Sheep","Beaverhead","44.5733","-112.6836","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/little_sheep_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Little_Sheep.jpg","/Information/Collections/Mine-Files/Beaverhead/items/little_sheep001.html"
"Lone Pine Folder Contents","","","Folder Contents","Contents;Lone Pine","Beaverhead","45.715","-112.8992","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lone_pine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lone_Pine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lone_pine001.html"
"Lost Cloud Folder Contents","","","Folder Contents","Contents;Lost Cloud","Beaverhead","45.3669","-113.085","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lost_cloud_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lost_Cloud.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lost_cloud001.html"
"Lost Creek Folder Contents","","","Folder Contents","Contents;Lost Creek","Beaverhead","45.4333","-112.7953","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lost_creek001_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lost_Creek001.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lost_creek001.html"
"Lost Creek Folder Contents","","","Folder Contents","Contents;Lost Creek","Beaverhead","45.4333","-112.7953","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lost_creek002_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lost_Creek002.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lost_creek002.html"
"Lost Creek Folder Contents","","","Folder Contents","Contents;Lost Creek","Beaverhead","45.4333","-112.7953","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lost_creek003_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lost_Creek003.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lost_creek003.html"
"Lost Creek Folder Contents","","","Folder Contents","Contents;Lost Creek","Beaverhead","45.4333","-112.7953","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lost_creek004_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lost_Creek004.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lost_creek004.html"
"Lucky Jim Beam Folder Contents","","","Folder Contents","Contents;Lucky Jim","Beaverhead","45.4519","-113.2786","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lucky_jim_beam_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lucky_Jim_Beam.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lucky_jim_beam001.html"
"Lucky Strike Argenta Folder Contents","","","Folder Contents","Contents;Lucky Strike","Beaverhead","44.8819","-113.1486","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lucky_strike_argenta_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lucky_Strike_Argenta.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lucky_strike_argenta001.html"
"Lucky Strike Horse Prairie Folder Contents","","","Folder Contents","Contents;Lucky Strike","Beaverhead","45.63528","-112.83056","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lucky_strike_horse_prairie_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lucky_Strike_Horse_Prairie.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lucky_strike_horse_prairie001.html"
"Lucky Strike Vipond Folder Contents","","","Folder Contents","Contents;Lucky Strike","Beaverhead","45.335","-112.8661","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lucky_strike_vipond_park_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lucky_Strike_Vipond_Park.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lucky_strike_vipond001.html"
"Lulu Folder Contents","","","Folder Contents","Contents;Lulu","Beaverhead","45.48593","-113.04969","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lulu_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lulu.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lulu001.html"
"Lynx Lode","","","Folder Contents","Contents;Lynx Lode","Beaverhead","45.4724","-113.0629","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lynx_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lynx_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lynx_lode001.html"
"Maiden Creek Copper Folder Contents","","","Folder Contents","Contents;Maiden Creek","Beaverhead","44.8622","-113.1519","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/maiden_creek_copper_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Maiden_Creek_Copper.jpg","/Information/Collections/Mine-Files/Beaverhead/items/maiden_creek_copper001.html"
"Mark Twain","","","Folder Contents","Contents;Mark Twain","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/mark_twain_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Mark_Twain.jpg","/Information/Collections/Mine-Files/Beaverhead/items/mark_twain001.html"
"Martin Folder Contents","","","Folder Contents","Contents;Martin","Beaverhead","45.5592","-113.2569","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/martin_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Martin.jpg","/Information/Collections/Mine-Files/Beaverhead/items/martin001.html"
"Mary Folder Contents","","","Folder Contents","Contents;Mary","Beaverhead","45.47496","-113.06223","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/mary_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Mary.jpg","/Information/Collections/Mine-Files/Beaverhead/items/mary001.html"
"Maudlin Mine Folder Contents","","","Folder Contents","Contents;Maudlin Mine","Beaverhead","45.28684","-112.86596","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/maudlin_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Maudlin_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/maudlin_mine001.html"
"Mayday Folder Contents","","","Folder Contents","Contents;Mayday","Beaverhead","45.3194","-112.8744","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/mayday_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Mayday.jpg","/Information/Collections/Mine-Files/Beaverhead/items/mayday001.html"
"McCarthy Folder Contents","","","Folder Contents","Contents;McCarthy","Beaverhead","44.6172","-112.73","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/mccarthy_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Mccarthy.jpg","/Information/Collections/Mine-Files/Beaverhead/items/mccarthy001.html"
"McConnell Folder Contents","","","Folder Contents","Contents;McConnell","Beaverhead","45.4492","-113.0733","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/mcconnell_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Mcconnell.jpg","/Information/Collections/Mine-Files/Beaverhead/items/mcconnell001.html"
"Midnight Folder Contents","","","Folder Contents","Contents;Midnight","Beaverhead","45.30694","-112.88556","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/midnight_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Midnight.jpg","/Information/Collections/Mine-Files/Beaverhead/items/midnight001.html"
"Minnie Gaffney Folder Contents","","","Folder Contents","Contents;Minnie Gaffney","Beaverhead","45.5908","-112.9292","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/minnie_gaffney_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Minnie_Gaffney.jpg","/Information/Collections/Mine-Files/Beaverhead/items/minnie_gaffney001.html"
"Miwanatock Folder Contents","","","Folder Contents","Contents;Miwanatock","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/miwanatock_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Miwanatock.jpg","/Information/Collections/Mine-Files/Beaverhead/items/miwanatock001.html"
"Montana Lode Folder Contents","","","Folder Contents","Contents;Montana Lode","Beaverhead","45.5625","-113.7272","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/montana_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Montana_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/montana_lode001.html"
"Monte Cristo Folder Contents","","","Folder Contents","Contents;Monte Cristo","Beaverhead","45.7314","-112.9022","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/monte_cristo_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Monte_Cristo.jpg","/Information/Collections/Mine-Files/Beaverhead/items/monte_cristo001.html"
"Montezuma Folder Contents","","","Folder Contents","Contents;Montezuma","Beaverhead","45.3705","-113.0898","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/montezuma_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Montezuma.jpg","/Information/Collections/Mine-Files/Beaverhead/items/montezuma001.html"
"Montreal Folder Contents","","","Folder Contents","Contents;Montreal","Beaverhead","45.48057","-113.05768","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/montreal_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Montreal.jpg","/Information/Collections/Mine-Files/Beaverhead/items/montreal001.html"
"Monument Folder Contents","","","Folder Contents","Contents;Monument","Beaverhead","45.0003","-113.3214","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/monument_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Monument.jpg","/Information/Collections/Mine-Files/Beaverhead/items/monument001.html"
"Moosehorn Folder Contents","","","Folder Contents","Contents;Moosehorn","Beaverhead","45.5597","-113.7319","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/moosehorn_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Moosehorn.jpg","/Information/Collections/Mine-Files/Beaverhead/items/moosehorn001.html"
"Mountain Sheep Folder Contents","","","Folder Contents","Contents;Mountain Sheep","Beaverhead","45.5886","-112.9264","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/mountain_sheep_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Mountain_Sheep.jpg","/Information/Collections/Mine-Files/Beaverhead/items/mountain_sheep001.html"
"Nevada Folder Contents","","","Folder Contents","Contents;Nevada","Beaverhead","44.9622","-112.4822","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/nevada_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Nevada.jpg","/Information/Collections/Mine-Files/Beaverhead/items/nevada001.html"
"New Ariadne Folder Contents","","","Folder Contents","Contents;New Ariadne","Beaverhead","45.606111","-112.929444","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/new_ariadne_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/New_Ariadne.jpg","/Information/Collections/Mine-Files/Beaverhead/items/new_ariadne001.html"
"New Deal Folder Contents","","","Folder Contents","Contents;New Deal","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/new_deal_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/New_Deal.jpg","/Information/Collections/Mine-Files/Beaverhead/items/new_deal001.html"
"New Departure Folder Contents","","","Folder Contents","Contents;New Departure","Beaverhead","45.1975","-112.9208","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/new_departure_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/New_Departure.jpg","/Information/Collections/Mine-Files/Beaverhead/items/new_departure001.html"
"New Year 1910 Folder Contents","","","Folder Contents","Contents;New Year 1910","Beaverhead","45.47802","-113.04567","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/new_year_1910_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/New_Year_1910.jpg","/Information/Collections/Mine-Files/Beaverhead/items/new_year_1910001.html"
"Niagara Folder Contents","","","Folder Contents","Contents;Niagara","Beaverhead","45.60417","-112.94821","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/niagara_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Niagara.jpg","/Information/Collections/Mine-Files/Beaverhead/items/niagara001.html"
"Nick Preen Folder Contents","","","Folder Contents","Contents;Nick Preen","Beaverhead","45.3156","-113.0319","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/nick_preen_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Nick_Preen.jpg","/Information/Collections/Mine-Files/Beaverhead/items/nick_preen001.html"
"Nickel Lode Folder Contents","","","Folder Contents","Contents;Nickel Lode Claims","Beaverhead","45.08071","-112.40572","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/nickel_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Nickel_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/nickel_lode001.html"
"North Star Folder Contents","","","Folder Contents","Contents;North Star","Beaverhead","45.8533","-113.0881","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/north_star_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/North_Star.jpg","/Information/Collections/Mine-Files/Beaverhead/items/north_star001.html"
"Old Elkhorn Folder Contents","","","Folder Contents","Contents;Old Elkhorn","Beaverhead","45.49","-113.0386","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/old_elkhorn_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Old_Elkhorn.jpg","/Information/Collections/Mine-Files/Beaverhead/items/old_elkhorn001.html"
"Old Faithful Folder Contents","","","Folder Contents","Contents;Old Faithful","Beaverhead","45.2992","-113.0233","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/old_faithful_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Old_Faithful.jpg","/Information/Collections/Mine-Files/Beaverhead/items/old_faithful001.html"
"Oneida Mine Folder Contents","","","Folder Contents","Contents;Oneida Mine","Beaverhead","45.60384","-112.9378","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/oneida_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Oneida_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/oneida_mine001.html"
"Oro Fino Folder Contents","","","Folder Contents","Contents;Oro Fino","Beaverhead","45.3925","-112.8353","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/oro_fino_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Oro_Fino.jpg","/Information/Collections/Mine-Files/Beaverhead/items/oro_fino001.html"
"Oro Placer Folder Contents","","","Folder Contents","Contents;Oro Placer","Beaverhead","45.25","-112.8594","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/oro_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Oro_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/oro_placer001.html"
"Orvana-General Folder Contents","","","Folder Contents","Contents;Orvana-General","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/orvana-general_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Orvana-General.jpg","/Information/Collections/Mine-Files/Beaverhead/items/orvana-general001.html"
"P &amp; R Folder Contents","","","Folder Contents","Contents;P &amp; R","Beaverhead","45.3069","-113.0678","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/p_r_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/P_R.jpg","/Information/Collections/Mine-Files/Beaverhead/items/p_r001.html"
"Park Folder Contents","","","Folder Contents","Contents;Park","Beaverhead","45.3378","-112.9028","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/park_bald_mountain_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Park_Bald_Mountain.jpg","/Information/Collections/Mine-Files/Beaverhead/items/park_bald_mountain001.html"
"Park Folder Contents","","","Folder Contents","Contents;Park","Beaverhead","45.4836","-113.0492","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/park_elkhorn_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Park_Elkhorn.jpg","/Information/Collections/Mine-Files/Beaverhead/items/park_elkhorn001.html"
"Payday Folder Contents","","","Folder Contents","Contents;Payday","Beaverhead","45.3194","-112.8744","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/payday_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Payday.jpg","/Information/Collections/Mine-Files/Beaverhead/items/payday001.html"
"Peat Lease Folder Contents","","","Folder Contents","Contents;Peat Lease","Beaverhead","45.4697","-113.6064","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/peat_lease_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Peat_Lease.jpg","/Information/Collections/Mine-Files/Beaverhead/items/peat_lease001.html"
"Peterson Deposit Folder Contents","","","Folder Contents","Contents;Peterson Deposit","Beaverhead","44.5617","-112.645","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/peterson_deposit_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Peterson_Deposit.jpg","/Information/Collections/Mine-Files/Beaverhead/items/peterson_deposit001.html"
"Pine Tree Folder Contents","","","Folder Contents","Contents;Pine Tree","Beaverhead","45.3272","-112.9108","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/pine_tree_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Pine_Tree.jpg","/Information/Collections/Mine-Files/Beaverhead/items/pine_tree001.html"
"Pioneer Folder Contents","","","Folder Contents","Contents;Pioneer","Beaverhead","45.2278","-113.5892","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/pioneer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Pioneer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/pioneer001.html"
"Pioneer Placer Folder Contents","","","Folder Contents","Contents;Pioneer Placer","Beaverhead","45.1676","-112.9768","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/pioneer_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Pioneer_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/pioneer_placer001.html"
"Placer Creek Folder Contents","","","Folder Contents","Contents;Placer Creek","Beaverhead","45.6889","-113.6891","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/placer_creek_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Placer_Creek.jpg","/Information/Collections/Mine-Files/Beaverhead/items/placer_creek001.html"
"Polaris Folder Contents","","","Folder Contents","Contents;Polaris","Beaverhead","45.366363","-113.083924","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/polaris_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Polaris.jpg","/Information/Collections/Mine-Files/Beaverhead/items/polaris001.html"
"Pomeroy Folder Contents","","","Folder Contents","Contents;Pomeroy","Beaverhead","45.1989","-112.9664","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/pomeroy_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Pomeroy.jpg","/Information/Collections/Mine-Files/Beaverhead/items/pomeroy001.html"
"Pride Of The West Folder Contents","","","Folder Contents","Contents;Pride Of The West","Beaverhead","45.55889","-112.9481","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/pride_of_the_west_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Pride_Of_The_West.jpg","/Information/Collections/Mine-Files/Beaverhead/items/pride_of_the_west001.html"
"Priscilla Folder Contents","","","Folder Contents","Contents;Priscilla","Beaverhead","45.1572","-112.9839","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/priscilla_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Priscilla.jpg","/Information/Collections/Mine-Files/Beaverhead/items/priscilla001.html"
"Puzzler Folder Contents","","","Folder Contents","Contents;Puzzler","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/puzzler_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Puzzler.jpg","/Information/Collections/Mine-Files/Beaverhead/items/puzzler001.html"
"Quartz Hill Folder Contents","","","Folder Contents","Contents;Quartz Hill","Beaverhead","45.715","-112.8992","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/quartz_hill_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Quartz_Hill.jpg","/Information/Collections/Mine-Files/Beaverhead/items/quartz_hill001.html"
"Queen Mab Folder Contents","","","Folder Contents","Contents;Queen Mab","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/queen_mab_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Queen_Mab.jpg","/Information/Collections/Mine-Files/Beaverhead/items/queen_mab001.html"
"Queen Of The Hills Folder Contents","","","Folder Contents","Contents;Queen Of The Hills","Beaverhead","45.6719","-112.9539","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/queen_of_the_hills_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Queen_Of_The_Hills.jpg","/Information/Collections/Mine-Files/Beaverhead/items/queen_of_the_hills001.html"
"Ram Lode Folder Contents","","","Folder Contents","Contents;Ram Lode","Beaverhead","45.48599","-113.0705","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ram_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ram_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ram_lode001.html"
"Randall Folder Contents","","","Folder Contents","Contents;Randall","Beaverhead","45.1828","-112.9567","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/randall_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Randall.jpg","/Information/Collections/Mine-Files/Beaverhead/items/randall001.html"
"Red Sky Folder Contents","","","Folder Contents","Contents;Red Sky","Beaverhead","45.478164","-113.053296","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/red_sky_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Red_Sky.jpg","/Information/Collections/Mine-Files/Beaverhead/items/red_sky001.html"
"Red Steer Prospect Folder Contents","","","Folder Contents","Contents;Red Steer Prospect","Beaverhead","45.8221","-113.14075","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/red_steer_prospect_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Red_Steer_Prospect.jpg","/Information/Collections/Mine-Files/Beaverhead/items/red_steer_prospect001.html"
"Red Top No. 2 Folder Contents","","","Folder Contents","Contents;Red Top No. 2","Beaverhead","45.486185","-113.039845","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/red_top_no_2_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Red_Top_No_2.jpg","/Information/Collections/Mine-Files/Beaverhead/items/red_top_no2001.html"
"Reliance Folder Contents","","","Folder Contents","Contents;Reliance","Beaverhead","45.313","-112.8746","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/reliance_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Reliance.jpg","/Information/Collections/Mine-Files/Beaverhead/items/reliance001.html"
"Rena Folder Contents","","","Folder Contents","Contents;Rena","Beaverhead","45.3139","-112.8819","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/rena_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Rena.jpg","/Information/Collections/Mine-Files/Beaverhead/items/rena001.html"
