title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_download,reference_url
"Cannivan Gulch Moly Folder Contents","","","Folder Contents","Contents; Cannivan Gulch Moly","Beaverhead","45.6542","-112.95","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/cannivan_gulch_moly_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Cannivan_Gulch_Moly.jpg","/Information/Collections/Mine-Files/Beaverhead/items/cannivangulchmoly001.html"
"Canyon Creek Folder Contents","","","Folder Contents","Contents; Canyon Creek","Beaverhead","45.63483","-112.76374","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/canyon_creek_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Canyon_Creek.jpg","/Information/Collections/Mine-Files/Beaverhead/items/canyoncreek001.html"
"Capitol Mine Folder Contents","","","Folder Contents","Contents; Capitol Mine","Beaverhead","45.3481","-112.8519","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/capitol_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Capitol_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/capitolmine001.html"
"Carbonate Mine Folder Contents","","","Folder Contents","Contents; Carbonate Mine","Beaverhead","45.3097","-112.8881","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/carbonate_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Carbonate_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/carbonatemine001.html"
"Carroll Placer Folder Contents","","","Folder Contents","Contents; Carroll Placer","Beaverhead","45.72169","-112.78361","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/carroll_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Carroll_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/carrollplacer001.html"
"Carter Creek Iron Folder Contents","","","Folder Contents","Contents; Carter Creek Iron","Beaverhead","45.1436","-112.46","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/carter_creek_iron_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Carter_Creek_Iron.jpg","/Information/Collections/Mine-Files/Beaverhead/items/cartercreekiron001.html"
"Centennial Mine Folder Contents","","","Folder Contents","Contents; Centennial Mine","Beaverhead","44.5578","-111.6883","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/centennial_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Centennial_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/centennialmine001.html"
"Central Lode Folder Contents","","","Folder Contents","Contents; Central Lode","Beaverhead","45.487","-113.049","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/central_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Central_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/central001.html"
"Charter Oak Folder Contents","","","Folder Contents","Contents; Charter Oak","Beaverhead","45.1683","-112.9567","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/charter_oak_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Charter_Oak.jpg","/Information/Collections/Mine-Files/Beaverhead/items/charteroakmine001.html"
"Chinatown Folder Contents","","","Folder Contents","Contents; Chinatown","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/chinatown_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Chinatown.jpg","/Information/Collections/Mine-Files/Beaverhead/items/chinatown001.html"
"Chloride Folder Contents","","","Folder Contents","Contents; Chloride","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/chloride_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Chloride.jpg","/Information/Collections/Mine-Files/Beaverhead/items/chloride001.html"
"Churchill Folder Contents","","","Folder Contents","Contents;Churchill","Beaverhead","45.7786","-112.8747","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/churchill_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Churchill.jpg","/Information/Collections/Mine-Files/Beaverhead/items/churchill001.html"
"Cleopatra Folder Contents","","","Folder Contents","Contents;Cleopatra","Beaverhead","45.604123","-112.939745","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/cleopatra_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Cleopatra.jpg","/Information/Collections/Mine-Files/Beaverhead/items/cleopatra001.html"
"Cleve Avon Mine Folder Contents","","","Folder Contents","Contents;Cleve Avon Mine","Beaverhead","45.6041","-112.91419","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/cleve_avon_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Cleve_Avon_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/cleve_avon_mine001.html"
"Clipper Folder Contents","","","Folder Contents","Contents;Clipper","Beaverhead","44.99694","-113.33944","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/clipper_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Clipper.jpg","/Information/Collections/Mine-Files/Beaverhead/items/clipper001.html"
"Comet Mine Folder Contents","","","Folder Contents","Contents;Comet Mine","Beaverhead","45.4572","-113.055","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/comet_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Comet_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/comet_mine001.html"
"Coolidge Folder Contents","","","Folder Contents","Contents;Coolidge","Beaverhead","45.31","-112.8728","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/coolidge_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Coolidge.jpg","/Information/Collections/Mine-Files/Beaverhead/items/coolidge001.html"
"Coolridge Folder Contents","","","Folder Contents","Contents;Coolridge","Beaverhead","45.47142","-113.07054","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/coolridge_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Coolridge.jpg","/Information/Collections/Mine-Files/Beaverhead/items/coolridge001.html"
"Copper Bell Folder Contents","","","Folder Contents","Contents;Copper Bell","Beaverhead","45.2853","-112.8608","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/copper_bell_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Copper_Bell.jpg","/Information/Collections/Mine-Files/Beaverhead/items/copper_bell001.html"
"Copper Queen Folder Contents","","","Folder Contents","Contents;Copper Queen","Beaverhead","45.21169","-113.61174","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/copper_queen_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Copper_Queen.jpg","/Information/Collections/Mine-Files/Beaverhead/items/copper_queen001.html"
"Cottontail Mine Folder Contents","","","Folder Contents","Contents;Cottontail Mine","Beaverhead","45.0444","-112.9456","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/cottontail_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Cottontail_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/cottontail_mine001.html"
"Cowan Bar Placer Folder Contents","","","Folder Contents","Contents;Cowan Bar Placer","Beaverhead","45.1094","-112.8542","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/cowan_bar_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Cowan_Bar_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/cowan_bar_placer001.html"
"Crescent Folder Contents","","","Folder Contents","Contents;Crescent","Beaverhead","45.08003","-112.52877","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/crescent_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Crescent.jpg","/Information/Collections/Mine-Files/Beaverhead/items/crescent001.html"
"Crown Smith Dillon Folder Contents","","","Folder Contents","Contents;Crown Smith Dillon","Beaverhead","45.12332","-112.54883","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/crown_smith_dillon_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Crown_Smith_Dillon.jpg","/Information/Collections/Mine-Files/Beaverhead/items/crown_smith_dillon001.html"
"Crystal Graphite Folder Contents","","","Folder Contents","Contents;Crystal Graphite","Beaverhead","45.1039","-112.5067","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/crystal_graphite_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Crystal_Graphite.jpg","/Information/Collections/Mine-Files/Beaverhead/items/crystal_graphite001.html"
"Daisy May Folder Contents","","","Folder Contents","Contents;Daisy May","Beaverhead","45.72193","-112.90733","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/daisy_may_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Daisy_May.jpg","/Information/Collections/Mine-Files/Beaverhead/items/daisy_may001.html"
"Dakota Folder Contents","","","Folder Contents","Contents;Dakota","Beaverhead","45.16633","-112.97739","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dakota_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dakota.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dakota001.html"
"Dalys Spur Folder Contents","","","Folder Contents","Contents;Dalys Spur","Beaverhead","45.0851988","-112.7800242","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dalys_spur_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dalys_Spur.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dalys_spur001.html"
"Dark Horse Folder Contents","","","Folder Contents","Contents;Dark Horse","Beaverhead","45.1678","-113.5875","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dark_horse_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dark_Horse.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dark_horse001.html"
"Davis Mine Folder Contents","","","Folder Contents","Contents;Davis Mine","Beaverhead","44.89222","-113.19445","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/davis_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Davis_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/davis_mine001.html"
"Del Monte Folder Contents","","","Folder Contents","Contents;Del Monte","Beaverhead","45.1947","-112.9597","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/del_monte_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Del_Monte.jpg","/Information/Collections/Mine-Files/Beaverhead/items/del_monte001.html"
"Dexter Mine Folder Contents","","","Folder Contents","Contents;Dexter Mine","Beaverhead","45.3158","-112.8636","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dexter_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dexter_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dexter_mine001.html"
"Diadem Mine Folder Contents","","","Folder Contents","Contents;Diadem Mine","Beaverhead","45.585","-113.3706","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/diadem_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Diadem_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/diadem_mine001.html"
"Diamond Folder Contents","","","Folder Contents","Contents;Diamond","Beaverhead","45.487","-113.0692","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/diamond_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Diamond.jpg","/Information/Collections/Mine-Files/Beaverhead/items/diamond001.html"
"Dillon Mine Folder Contents","","","Folder Contents","Contents;Dillon Mine","Beaverhead","45.3039","-113.0406","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dillon_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dillon_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dillon_mine001.html"
"Dillon Nickel Folder Contents","","","Folder Contents","Contents;Dillon Nickel","Beaverhead","45.0808","-112.4253","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dillon_nickel_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dillon_Nickel.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dillon_nickel001.html"
"Discolor Folder Contents","","","Folder Contents","Contents;Discolor","Beaverhead","44.99694","-113.33944","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/discolor_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Discolor.jpg","/Information/Collections/Mine-Files/Beaverhead/items/discolor001.html"
"Doodle Bug Folder Contents","","","Folder Contents","Contents;Doodle Bug","Beaverhead","44.8956","-113.1706","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/doodle_bug_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Doodle_Bug.jpg","/Information/Collections/Mine-Files/Beaverhead/items/doodle_bug001.html"
"Dubious Folder Contents","","","Folder Contents","Contents;Dubious","Beaverhead","45.48599","-113.0705","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dubious_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dubious.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dubious001.html"
"Dubuque Folder Contents","","","Folder Contents","Contents;Dubuque","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dubuque_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dubuque.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dubuque001.html"
"Dyce Creek Placer Folder Contents","","","Folder Contents","Contents;Dyce Creek Placer","Beaverhead","45.28623","-113.03968","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/dyce_creek_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Dyce_Creek_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/dyce_creek_placer001.html"
"Eagle Folder Contents","","","Folder Contents","Contents;Eagle","Beaverhead","44.99412","-113.34622","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/eagle_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Eagle.jpg","/Information/Collections/Mine-Files/Beaverhead/items/eagle001.html"
"Echo Lode Folder Contents","","","Folder Contents","Contents;Echo Lode","Beaverhead","45.3242","-113.0344","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/echo_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Echo_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/echo_lode001.html"
"Elk Creek Vermiculite Folder Contents","","","Folder Contents","Contents;Elk Creek Vermiculite","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/elk_creek_vermiculite_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Elk_Creek_Vermiculite.jpg","/Information/Collections/Mine-Files/Beaverhead/items/elk_creek_vermiculite001.html"
"Elkhorn Folder Contents","","","Folder Contents","Contents;Elkhorn","Beaverhead","45.48989","-113.03979","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/elkhorn_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Elkhorn.jpg","/Information/Collections/Mine-Files/Beaverhead/items/elkhorn001.html"
"Elm Orlu Folder Contents","","","Folder Contents","Contents;Elm Orlu","Beaverhead","45.1531","-112.9768","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/elm_orlu_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Elm_Orlu.jpg","/Information/Collections/Mine-Files/Beaverhead/items/elm_orlu001.html"
"Empire Folder Contents","","","Folder Contents","Contents;Empire","Beaverhead","45.26833","-112.91833","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/empire_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Empire.jpg","/Information/Collections/Mine-Files/Beaverhead/items/empire001.html"
"Ermont Folder Contents","","","Folder Contents","Contents;Ermont","Beaverhead","46.246389","-112.866019","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ermont_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ermont.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ermont001.html"
"Ermont Placer Folder Contents","","","Folder Contents","Contents;Ermont Placer","Beaverhead","45.487","-113.0692","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ermont_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ermont_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ermont_placer001.html"
"Evolution Folder Contents","","","Folder Contents","Contents;Evolution","Beaverhead","45.1494","-112.9786","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/evolution_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Evolution.jpg","/Information/Collections/Mine-Files/Beaverhead/items/evolution001.html"
"Excelsior Folder Contents","","","Folder Contents","Contents;Excelsior","Beaverhead","45.1494","-112.9786","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/excelsior_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Excelsior.jpg","/Information/Collections/Mine-Files/Beaverhead/items/excelsior001.html"
"Fair Play Folder Contents","","","Folder Contents","Contents;Fair Play","Beaverhead","44.9494","-113.3241","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/fair_play_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Fair_Play.jpg","/Information/Collections/Mine-Files/Beaverhead/items/fair_play001.html"
"Fairview Folder Contents","","","Folder Contents","Contents;Fairview","Beaverhead","45.4286","-112.7836","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/fairview_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Fairview.jpg","/Information/Collections/Mine-Files/Beaverhead/items/fairview001.html"
"Faithful Bald Mtn Folder Contents","","","Folder Contents","Contents;Faithful Bald Mtn","Beaverhead","45.6922","-112.9469","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/faithful_bald_mtn_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Faithful_Bald_Mtn.jpg","/Information/Collections/Mine-Files/Beaverhead/items/faithful_bald_mtn001.html"
"Faithful Vipond Park Folder Contents","","","Folder Contents","Contents;Faithful Vipond Park","Beaverhead","45.6992","-112.9469","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/faithful_vipond_park_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Faithful_Vipond_Park.jpg","/Information/Collections/Mine-Files/Beaverhead/items/faithful_vipond_park001.html"
"Ferdinand Folder Contents","","","Folder Contents","Contents;Ferdinand","Beaverhead","45.28056","-112.85444","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ferdinand_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ferdinand.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ferdinand001.html"
"Finvalley Folder Contents","","","Folder Contents","Contents;Finvalley","Beaverhead","44.99694","-113.33944","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/finvalley_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Finvalley.jpg","/Information/Collections/Mine-Files/Beaverhead/items/finvalley001.html"
"Florence Folder Contents","","","Folder Contents","Contents;Florence","Beaverhead","45.3806","-112.8333","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/florence_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Florence.jpg","/Information/Collections/Mine-Files/Beaverhead/items/florence001.html"
"Free Silver Folder Contents","","","Folder Contents","Contents;Free Silver","Beaverhead","45.1531","-112.9768","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/free_silver_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Free_Silver.jpg","/Information/Collections/Mine-Files/Beaverhead/items/free_silver001.html"
"French Millsite Folder Contents","","","Folder Contents","Contents;French Millsite","Beaverhead","45.1475","-112.9853","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/french_millsite_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/French_Millsite.jpg","/Information/Collections/Mine-Files/Beaverhead/items/french_millsite001.html"
"Galena Folder Contents","","","Folder Contents","Contents;Galena","Beaverhead","45.31278","-112.86028","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/galena_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Galena.jpg","/Information/Collections/Mine-Files/Beaverhead/items/galena001.html"
"Gallup Folder Contents","","","Folder Contents","Contents;Gallup","Beaverhead","45.7229784","-113.5195077","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gallup_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gallup.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gallup001.html"
"Garret Folder Contents","","","Folder Contents","Contents;Garret","Beaverhead","45.2985","-113.0176","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/garret_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Garret.jpg","/Information/Collections/Mine-Files/Beaverhead/items/garret001.html"
"Gladstone Folder Contents","","","Folder Contents","Contents;Gladstone","Beaverhead","45.30972","-112.88806","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gladstone_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gladstone.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gladstone001.html"
"Glen Tungsten Mill Folder Contents","","","Folder Contents","Contents;Glen Tungsten Mill","Beaverhead","45.5119","-112.7353","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/glen_tungsten_mill_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Glen_Tungsten_Mill.jpg","/Information/Collections/Mine-Files/Beaverhead/items/glen_tungsten_mill001.html"
"Gold Bug Folder Contents","","","Folder Contents","Contents;Gold Bug","Beaverhead","45.1594","-112.975","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gold_bug_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gold_Bug.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gold_bug001.html"
"Gold Button Folder Contents","","","Folder Contents","Contents;Gold Button","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gold_button_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gold_Button.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gold_button001.html"
"Gold Crown Folder Contents","","","Folder Contents","Contents;Gold Crown","Beaverhead","45.2112","-113.2833","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gold_crown_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gold_Crown.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gold_crown001.html"
"Gold Nugget Folder Contents","","","Folder Contents","Contents;Gold Nugget","Beaverhead","45.3996","-112.8224","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gold_nugget_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gold_Nugget.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gold_nugget001.html"
"Gold Nugget Placer Folder Contents","","","Folder Contents","Contents;Gold Nugget Placer","Beaverhead","45.5452","-113.7479","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gold_nugget_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gold_Nugget_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gold_nugget_placer001.html"
"Gold Ridge Mine Folder Contents","","","Folder Contents","Contents;Gold Ridge Mine","Beaverhead","45.3705","-113.6656","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gold_ridge_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gold_Ridge_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gold_ridge_mine001.html"
"Golden Dawn Folder Contents","","","Folder Contents","Contents;Golden Dawn","Beaverhead","45.2985","-112.8951","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/golden_dawn_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Golden_Dawn.jpg","/Information/Collections/Mine-Files/Beaverhead/items/golden_dawn001.html"
"Golden Eagle Folder Contents","","","Folder Contents","Contents;Golden Eagle","Beaverhead","45.5889","-113.3777","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/golden_eagle_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Golden_Eagle.jpg","/Information/Collections/Mine-Files/Beaverhead/items/golden_eagle001.html"
"Golden Era Folder Contents","","","Folder Contents","Contents;Golden Era","Beaverhead","45.3178","-112.8853","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/golden_era_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Golden_Era.jpg","/Information/Collections/Mine-Files/Beaverhead/items/golden_era001.html"
